,Former Atlanta Falcons player Justin Crawford has been charged with aggravated child molestation and sodomy https://t.co/Acx34d7D4T,Tue Oct 16 11:16:31 +0000 2018,34280715,False,False.1,0,Unnamed: 6,Unnamed: 7,Unnamed: 8,[],[].1,Unnamed: 11,"Watch FOX 17 News Nashville at 5:30 p.m., 9 p.m. and 10 p.m. and FOX 17 This Morning weekdays from 4 a.m.–9 a.m.",7627,73860,Unnamed: 15,3988,en,919,"Nashville, TN",149323,[].2
330733,"#Abracadabra #OpenSesame #10X
On Hard📈
A'mor Shanee'
#AmorShanee
#Detroit #LosAngeles #NewOrleans #Dallas #Chicago… https://t.co/sDcB7e6XF2",Tue Oct 16 11:16:38 +0000 2018,507432009,True,False,1,,,,"[{'text': 'Abracadabra', 'indices': [0, 12]}, {'text': 'OpenSesame', 'indices': [13, 24]}, {'text': '10X', 'indices': [25, 29]}, {'text': 'AmorShanee', 'indices': [53, 64]}, {'text': 'Detroit', 'indices': [65, 73]}, {'text': 'LosAngeles', 'indices': [74, 85]}, {'text': 'NewOrleans', 'indices': [86, 97]}, {'text': 'Dallas', 'indices': [98, 105]}, {'text': 'Chicago', 'indices': [106, 114]}]",[],,"New Ep ""Moon Shine"" now available! https://t.co/NuPuBKqZ7n",2249,5810,,3620,en,13,"Detroit, MI",29350,"['Abracadabra', 'OpenSesame', '10X', 'AmorShanee', 'Detroit', 'LosAngeles', 'NewOrleans', 'Dallas', 'Chicago']"
330876,"#Abracadabra #OpenSesame #10X
On Hard📈
A'mor Shanee'
#AmorShanee
#Detroit #LosAngeles #NewOrleans #Dallas #Chicago… https://t.co/t4LacJUsWC",Tue Oct 16 11:16:30 +0000 2018,507432009,True,False,1,,,,"[{'text': 'Abracadabra', 'indices': [0, 12]}, {'text': 'OpenSesame', 'indices': [13, 24]}, {'text': '10X', 'indices': [25, 29]}, {'text': 'AmorShanee', 'indices': [53, 64]}, {'text': 'Detroit', 'indices': [65, 73]}, {'text': 'LosAngeles', 'indices': [74, 85]}, {'text': 'NewOrleans', 'indices': [86, 97]}, {'text': 'Dallas', 'indices': [98, 105]}, {'text': 'Chicago', 'indices': [106, 114]}]",[],,"New Ep ""Moon Shine"" now available! https://t.co/NuPuBKqZ7n",2249,5810,,3620,en,13,"Detroit, MI",29350,"['Abracadabra', 'OpenSesame', '10X', 'AmorShanee', 'Detroit', 'LosAngeles', 'NewOrleans', 'Dallas', 'Chicago']"
331174,"#Abracadabra #OpenSesame #10X
On Hard📈
A'mor Shanee'
#AmorShanee
#Detroit #LosAngeles #NewOrleans #Dallas #Chicago… https://t.co/Zi8x1nDJNe",Tue Oct 16 11:16:21 +0000 2018,507432009,True,False,0,,,,"[{'text': 'Abracadabra', 'indices': [0, 12]}, {'text': 'OpenSesame', 'indices': [13, 24]}, {'text': '10X', 'indices': [25, 29]}, {'text': 'AmorShanee', 'indices': [53, 64]}, {'text': 'Detroit', 'indices': [65, 73]}, {'text': 'LosAngeles', 'indices': [74, 85]}, {'text': 'NewOrleans', 'indices': [86, 97]}, {'text': 'Dallas', 'indices': [98, 105]}, {'text': 'Chicago', 'indices': [106, 114]}]",[],,"New Ep ""Moon Shine"" now available! https://t.co/NuPuBKqZ7n",2249,5810,,3620,en,13,"Detroit, MI",29350,"['Abracadabra', 'OpenSesame', '10X', 'AmorShanee', 'Detroit', 'LosAngeles', 'NewOrleans', 'Dallas', 'Chicago']"
332434,"#Abracadabra #OpenSesame #10X  
On Hard📈
A'mor Shanee'
#AmorShanee
#Detroit #LosAngeles #NewOrleans #Dallas… https://t.co/GG4xo4cGM3",Tue Oct 16 11:15:08 +0000 2018,507432009,True,False,0,,,,"[{'text': 'Abracadabra', 'indices': [0, 12]}, {'text': 'OpenSesame', 'indices': [13, 24]}, {'text': '10X', 'indices': [25, 29]}, {'text': 'AmorShanee', 'indices': [55, 66]}, {'text': 'Detroit', 'indices': [67, 75]}, {'text': 'LosAngeles', 'indices': [76, 87]}, {'text': 'NewOrleans', 'indices': [88, 99]}, {'text': 'Dallas', 'indices': [100, 107]}]",[],,"New Ep ""Moon Shine"" now available! https://t.co/NuPuBKqZ7n",2249,5810,,3620,en,13,"Detroit, MI",29350,"['Abracadabra', 'OpenSesame', '10X', 'AmorShanee', 'Detroit', 'LosAngeles', 'NewOrleans', 'Dallas']"
332904,"RT @Blk_Hermione: BREAKING: This happened today at the Cumberland Mall, Atlanta. Look how this racist cop armlocked, tortured a 12-yo Black…",Tue Oct 16 11:14:55 +0000 2018,90500404,False,False,742,1.0367428259188777e+18,"BREAKING: This happened today at the Cumberland Mall, Atlanta. Look how this racist cop armlocked, tortured a 12-yo… https://t.co/xNm8LZj3e5",True,[],"[{'screen_name': 'Blk_Hermione', 'name': '\U0001f9d9🏾\u200d♀️💫', 'id': 1036742825918877696, 'id_str': '1036742825918877696', 'indices': [3, 16]}]",,oh hey there • JWM ♡,81743,693,,655,en,6,NYC,21041,[]
333313,"RT @MarilynRMarks1: GA SOS and St. Elex. Bd claims that voting machines are secured by ""robust physical security."" Uh-huh. See how this rep…",Tue Oct 16 11:21:04 +0000 2018,826002046088273920,False,False,71,3081301976.0,"GA SOS and St. Elex. Bd claims that voting machines are secured by ""robust physical security."" Uh-huh. See how this… https://t.co/BmQJxRUSMN",True,[],"[{'screen_name': 'MarilynRMarks1', 'name': 'Marilyn Marks', 'id': 3081301976, 'id_str': '3081301976', 'indices': [3, 18]}]",,woman | brazilian | american | jewish | daughter | wife | friend | real estate | food | art | tikkun olam | fight racism | believe women | block nazis wannabe,98448,572,,877,en,5,"Atlanta, GA",19456,[]
333598,RT @TMZ: 'Love &amp; Hip Hop' Star Erica Mena and Boyfriend Arrested Near Atlanta https://t.co/eKnhG5793w,Tue Oct 16 11:19:34 +0000 2018,152735294,False,False,50,16331010.0,'Love &amp; Hip Hop' Star Erica Mena and Boyfriend Arrested Near Atlanta https://t.co/eKnhG5793w,False,[],"[{'screen_name': 'TMZ', 'name': 'TMZ', 'id': 16331010, 'id_str': '16331010', 'indices': [3, 7]}]",,Money & Success ' only focus - ♉️ #BeautySchoolGrad #BeautyInfluencer #MakeupArtist Email: markedbyrell@gmail.com Snap: MarkedByRell | IG: MarkedByRell,7449,1935,,1812,en,13,United States,38471,[]
334078,RT @Distinctboxes: Amazing Dog Sculpture at Atlanta Botanical Garden https://t.co/Ra8HTE1Xtr,Tue Oct 16 11:18:39 +0000 2018,2867648127,False,False,67,2682105606.0,Amazing Dog Sculpture at Atlanta Botanical Garden https://t.co/Ra8HTE1Xtr,False,[],"[{'screen_name': 'Distinctboxes', 'name': 'John Evans', 'id': 2682105606, 'id_str': '2682105606', 'indices': [3, 17]}]",,,709,11,,40,en,0,,721,[]
335189,RT @FOXNashville: Former Atlanta Falcons player Justin Crawford has been charged with aggravated child molestation and sodomy https://t.co/…,Tue Oct 16 11:17:15 +0000 2018,355286099,False,False,1,34280715.0,Former Atlanta Falcons player Justin Crawford has been charged with aggravated child molestation and sodomy https://t.co/Acx34d7D4T,False,[],"[{'screen_name': 'FOXNashville', 'name': 'FoxNashville', 'id': 34280715, 'id_str': '34280715', 'indices': [3, 16]}]",,"Retired US Navy Aircrew, Cert Maine Teacher, TN Teacher, Cert Coach, NFHS, Walden Ph.D Doctoral Cand. Status Feb 2017",7390,2787,,4999,en,35,"Waverly, TN",18252,[]
338351,RT @jennaraerounds: so heard this girl is coming to the Atlanta show ugh selling my pack 1.  going down streaks!,Tue Oct 16 11:21:09 +0000 2018,3100485187,False,False,2,7.261377044974469e+17,so heard this girl is coming to the Atlanta show ugh selling my pack 1.  going down streaks!,False,[],"[{'screen_name': 'jennaraerounds', 'name': 'jenna!!', 'id': 726137704497446913, 'id_str': '726137704497446913', 'indices': [3, 18]}]",,i like guys who wear their pants backwards :) @imzachherron,41876,429,,1499,en,1,,2654,[]
338403,"RT @laurynjewel: BREAKING: This happened today at the Cumberland Mall, Atlanta. Look how this racist cop armlocked, tortured a 12-yo Black…",Tue Oct 16 11:20:40 +0000 2018,25377285,False,False,127,1.0240046151116964e+18,"BREAKING: This happened today at the Cumberland Mall, Atlanta. Look how this racist cop armlocked, tortured a 12-yo… https://t.co/YZgDZGDHMV",True,[],"[{'screen_name': 'laurynjewel', 'name': 'Lauryn Jewel', 'id': 1024004615111696384, 'id_str': '1024004615111696384', 'indices': [3, 15]}]",,#StillWithHer #PeoplesPresident #NoRacism #NoMisogyny #ActOnClimate #HumanRights #LoveWins #LGBTQ #UniteBlue #TheResistance #America #Indivisible #NyetTrump,250421,6902,,7604,en,322,America,283775,[]
338468,RT @FBIAtlanta: FBI Atlanta Warns of Phone Scam Purportedly from the FBI: The Atlanta Division of the FBI is warning the public t... https:…,Tue Oct 16 11:20:21 +0000 2018,222494852,False,False,1,347292182.0,FBI Atlanta Warns of Phone Scam Purportedly from the FBI: The Atlanta Division of the FBI is warning the public t... https://t.co/r3GhnKDeda,False,[],"[{'screen_name': 'FBIAtlanta', 'name': 'FBI Atlanta', 'id': 347292182, 'id_str': '347292182', 'indices': [3, 14]}]",,Marine...Semper Fi...nuff said,58837,9369,,8608,en,7,"Georgia, U.S.A.",33317,[]
338844,"#Abracadabra #OpenSesame #10X
On Hard📈
A'mor Shanee'
#AmorShanee
#Detroit #LosAngeles #NewOrleans #Dallas #Chicago… https://t.co/qHyPL5rdFN",Tue Oct 16 11:19:07 +0000 2018,507432009,True,False,0,,,,"[{'text': 'Abracadabra', 'indices': [0, 12]}, {'text': 'OpenSesame', 'indices': [13, 24]}, {'text': '10X', 'indices': [25, 29]}, {'text': 'AmorShanee', 'indices': [53, 64]}, {'text': 'Detroit', 'indices': [65, 73]}, {'text': 'LosAngeles', 'indices': [74, 85]}, {'text': 'NewOrleans', 'indices': [86, 97]}, {'text': 'Dallas', 'indices': [98, 105]}, {'text': 'Chicago', 'indices': [106, 114]}]",[],,"New Ep ""Moon Shine"" now available! https://t.co/NuPuBKqZ7n",2249,5810,,3620,en,13,"Detroit, MI",29351,"['Abracadabra', 'OpenSesame', '10X', 'AmorShanee', 'Detroit', 'LosAngeles', 'NewOrleans', 'Dallas', 'Chicago']"
338978,"#Abracadabra #OpenSesame #10X  
On Hard📈
A'mor Shanee'
#AmorShanee  
#Detroit #LosAngeles #NewOrleans #Dallas… https://t.co/nmTW22UmJ7",Tue Oct 16 11:18:51 +0000 2018,507432009,True,False,0,,,,"[{'text': 'Abracadabra', 'indices': [0, 12]}, {'text': 'OpenSesame', 'indices': [13, 24]}, {'text': '10X', 'indices': [25, 29]}, {'text': 'AmorShanee', 'indices': [55, 66]}, {'text': 'Detroit', 'indices': [69, 77]}, {'text': 'LosAngeles', 'indices': [78, 89]}, {'text': 'NewOrleans', 'indices': [90, 101]}, {'text': 'Dallas', 'indices': [102, 109]}]",[],,"New Ep ""Moon Shine"" now available! https://t.co/NuPuBKqZ7n",2249,5810,,3620,en,13,"Detroit, MI",29351,"['Abracadabra', 'OpenSesame', '10X', 'AmorShanee', 'Detroit', 'LosAngeles', 'NewOrleans', 'Dallas']"
339674,"#Abracadabra #OpenSesame #10X
On Hard📈
A'mor Shanee'
#AmorShanee
#Detroit #LosAngeles #NewOrleans #Dallas #Chicago… https://t.co/LWsgMzk2uQ",Tue Oct 16 11:17:40 +0000 2018,507432009,True,False,0,,,,"[{'text': 'Abracadabra', 'indices': [0, 12]}, {'text': 'OpenSesame', 'indices': [13, 24]}, {'text': '10X', 'indices': [25, 29]}, {'text': 'AmorShanee', 'indices': [53, 64]}, {'text': 'Detroit', 'indices': [65, 73]}, {'text': 'LosAngeles', 'indices': [74, 85]}, {'text': 'NewOrleans', 'indices': [86, 97]}, {'text': 'Dallas', 'indices': [98, 105]}, {'text': 'Chicago', 'indices': [106, 114]}]",[],,"New Ep ""Moon Shine"" now available! https://t.co/NuPuBKqZ7n",2249,5810,,3620,en,13,"Detroit, MI",29351,"['Abracadabra', 'OpenSesame', '10X', 'AmorShanee', 'Detroit', 'LosAngeles', 'NewOrleans', 'Dallas', 'Chicago']"
339726,"RT @realAllyMaine: ITS NOT AN ILLUSION!!!!!! ALLY TO HEADLINE SUPER BOWL HALFTIME SHOW #ALLYSuperBowl 🙌🏼❤️🏈
SEE YOU IN ATLANTA, ALLYGATORS!…",Tue Oct 16 11:17:40 +0000 2018,467410136,False,False,353,1.0490271858252022e+18,"ITS NOT AN ILLUSION!!!!!! ALLY TO HEADLINE SUPER BOWL HALFTIME SHOW #ALLYSuperBowl 🙌🏼❤️🏈
SEE YOU IN ATLANTA, ALLYGA… https://t.co/hKGgDlpJjz",True,"[{'text': 'ALLYSuperBowl', 'indices': [87, 101]}]","[{'screen_name': 'realAllyMaine', 'name': 'Ally Maine', 'id': 1049027185825202177, 'id_str': '1049027185825202177', 'indices': [3, 17]}]",,"Don't follow your dreams, follow my twitter proudly South African
lady Gaga is coming!
#Virgo 25-08",3261,930,,873,en,9,"Durban, South Africa",23482,['ALLYSuperBowl']
339779,"#Abracadabra #OpenSesame #10X
On Hard📈
A'mor Shanee'
#AmorShanee
#Detroit #LosAngeles #NewOrleans #Dallas #Chicago… https://t.co/mTtA6f802D",Tue Oct 16 11:17:34 +0000 2018,507432009,True,False,0,,,,"[{'text': 'Abracadabra', 'indices': [0, 12]}, {'text': 'OpenSesame', 'indices': [13, 24]}, {'text': '10X', 'indices': [25, 29]}, {'text': 'AmorShanee', 'indices': [53, 64]}, {'text': 'Detroit', 'indices': [65, 73]}, {'text': 'LosAngeles', 'indices': [74, 85]}, {'text': 'NewOrleans', 'indices': [86, 97]}, {'text': 'Dallas', 'indices': [98, 105]}, {'text': 'Chicago', 'indices': [106, 114]}]",[],,"New Ep ""Moon Shine"" now available! https://t.co/NuPuBKqZ7n",2249,5810,,3620,en,13,"Detroit, MI",29351,"['Abracadabra', 'OpenSesame', '10X', 'AmorShanee', 'Detroit', 'LosAngeles', 'NewOrleans', 'Dallas', 'Chicago']"
339833,"RT @ArchKennedy: 📢ATTENTION #GA VOTERS📢

Instead of traveling down to assess the damage from #HurricaneMicheal and provide relief, Stacey A…",Tue Oct 16 11:17:32 +0000 2018,227307359,False,False,286,304123273.0,"📢ATTENTION #GA VOTERS📢

Instead of traveling down to assess the damage from #HurricaneMicheal and provide relief, S… https://t.co/2wMBt9sNs0",True,"[{'text': 'GA', 'indices': [28, 31]}, {'text': 'HurricaneMicheal', 'indices': [93, 110]}]","[{'screen_name': 'ArchKennedy', 'name': 'Arch Kennedy', 'id': 304123273, 'id_str': '304123273', 'indices': [3, 15]}]",,"boomer,blue collar,irish,eng.,scotch.love fri nights crown royal+ginger, true stories,love my USA.",143870,9048,,9943,en,347,CONNECTICUT,326760,"['GA', 'HurricaneMicheal']"
339944,"#Abracadabra #OpenSesame #10X
On Hard📈
 A'mor Shanee' 
#AmorShanee
#Detroit #LosAngeles #NewOrleans #Dallas… https://t.co/ARQ7z3oNzF",Tue Oct 16 11:17:27 +0000 2018,507432009,True,False,0,,,,"[{'text': 'Abracadabra', 'indices': [0, 12]}, {'text': 'OpenSesame', 'indices': [13, 24]}, {'text': '10X', 'indices': [25, 29]}, {'text': 'AmorShanee', 'indices': [55, 66]}, {'text': 'Detroit', 'indices': [67, 75]}, {'text': 'LosAngeles', 'indices': [76, 87]}, {'text': 'NewOrleans', 'indices': [88, 99]}, {'text': 'Dallas', 'indices': [100, 107]}]",[],,"New Ep ""Moon Shine"" now available! https://t.co/NuPuBKqZ7n",2249,5810,,3620,en,13,"Detroit, MI",29351,"['Abracadabra', 'OpenSesame', '10X', 'AmorShanee', 'Detroit', 'LosAngeles', 'NewOrleans', 'Dallas']"
340833,"#Abracadabra #OpenSesame #10X
On Hard📈
A'mor Shanee'
#AmorShanee
#Detroit #LosAngeles #NewOrleans #Dallas #Chicago… https://t.co/sDcB7e6XF2",Tue Oct 16 11:16:38 +0000 2018,507432009,True,False,1,,,,"[{'text': 'Abracadabra', 'indices': [0, 12]}, {'text': 'OpenSesame', 'indices': [13, 24]}, {'text': '10X', 'indices': [25, 29]}, {'text': 'AmorShanee', 'indices': [53, 64]}, {'text': 'Detroit', 'indices': [65, 73]}, {'text': 'LosAngeles', 'indices': [74, 85]}, {'text': 'NewOrleans', 'indices': [86, 97]}, {'text': 'Dallas', 'indices': [98, 105]}, {'text': 'Chicago', 'indices': [106, 114]}]",[],,"New Ep ""Moon Shine"" now available! https://t.co/NuPuBKqZ7n",2249,5810,,3620,en,13,"Detroit, MI",29351,"['Abracadabra', 'OpenSesame', '10X', 'AmorShanee', 'Detroit', 'LosAngeles', 'NewOrleans', 'Dallas', 'Chicago']"
340976,"#Abracadabra #OpenSesame #10X
On Hard📈
A'mor Shanee'
#AmorShanee
#Detroit #LosAngeles #NewOrleans #Dallas #Chicago… https://t.co/t4LacJUsWC",Tue Oct 16 11:16:30 +0000 2018,507432009,True,False,1,,,,"[{'text': 'Abracadabra', 'indices': [0, 12]}, {'text': 'OpenSesame', 'indices': [13, 24]}, {'text': '10X', 'indices': [25, 29]}, {'text': 'AmorShanee', 'indices': [53, 64]}, {'text': 'Detroit', 'indices': [65, 73]}, {'text': 'LosAngeles', 'indices': [74, 85]}, {'text': 'NewOrleans', 'indices': [86, 97]}, {'text': 'Dallas', 'indices': [98, 105]}, {'text': 'Chicago', 'indices': [106, 114]}]",[],,"New Ep ""Moon Shine"" now available! https://t.co/NuPuBKqZ7n",2249,5810,,3620,en,13,"Detroit, MI",29351,"['Abracadabra', 'OpenSesame', '10X', 'AmorShanee', 'Detroit', 'LosAngeles', 'NewOrleans', 'Dallas', 'Chicago']"
341274,"#Abracadabra #OpenSesame #10X
On Hard📈
A'mor Shanee'
#AmorShanee
#Detroit #LosAngeles #NewOrleans #Dallas #Chicago… https://t.co/Zi8x1nDJNe",Tue Oct 16 11:16:21 +0000 2018,507432009,True,False,0,,,,"[{'text': 'Abracadabra', 'indices': [0, 12]}, {'text': 'OpenSesame', 'indices': [13, 24]}, {'text': '10X', 'indices': [25, 29]}, {'text': 'AmorShanee', 'indices': [53, 64]}, {'text': 'Detroit', 'indices': [65, 73]}, {'text': 'LosAngeles', 'indices': [74, 85]}, {'text': 'NewOrleans', 'indices': [86, 97]}, {'text': 'Dallas', 'indices': [98, 105]}, {'text': 'Chicago', 'indices': [106, 114]}]",[],,"New Ep ""Moon Shine"" now available! https://t.co/NuPuBKqZ7n",2249,5810,,3620,en,13,"Detroit, MI",29351,"['Abracadabra', 'OpenSesame', '10X', 'AmorShanee', 'Detroit', 'LosAngeles', 'NewOrleans', 'Dallas', 'Chicago']"
342534,"#Abracadabra #OpenSesame #10X  
On Hard📈
A'mor Shanee'
#AmorShanee
#Detroit #LosAngeles #NewOrleans #Dallas… https://t.co/GG4xo4cGM3",Tue Oct 16 11:15:08 +0000 2018,507432009,True,False,0,,,,"[{'text': 'Abracadabra', 'indices': [0, 12]}, {'text': 'OpenSesame', 'indices': [13, 24]}, {'text': '10X', 'indices': [25, 29]}, {'text': 'AmorShanee', 'indices': [55, 66]}, {'text': 'Detroit', 'indices': [67, 75]}, {'text': 'LosAngeles', 'indices': [76, 87]}, {'text': 'NewOrleans', 'indices': [88, 99]}, {'text': 'Dallas', 'indices': [100, 107]}]",[],,"New Ep ""Moon Shine"" now available! https://t.co/NuPuBKqZ7n",2249,5810,,3620,en,13,"Detroit, MI",29351,"['Abracadabra', 'OpenSesame', '10X', 'AmorShanee', 'Detroit', 'LosAngeles', 'NewOrleans', 'Dallas']"
342908,"RT @Jason_Pollock: This incident just took place at the Cumberland Mall, Atlanta. Look how this officer to touching this young kid. He woul…",Tue Oct 16 11:14:59 +0000 2018,805906520,False,False,134,18363508.0,"This incident just took place at the Cumberland Mall, Atlanta. Look how this officer to touching this young kid. He… https://t.co/jJN3a2Uyto",True,[],"[{'screen_name': 'Jason_Pollock', 'name': 'Jason Pollock', 'id': 18363508, 'id_str': '18363508', 'indices': [3, 17]}]",,Instagram/pinterest/massroots @tripleagenetics,134,751,,1401,en,17,Seattle area,6051,[]
343399,"RT @laurynjewel: BREAKING: This happened today at the Cumberland Mall, Atlanta. Look how this racist cop armlocked, tortured a 12-yo Black…",Tue Oct 16 11:21:23 +0000 2018,1730312948,False,False,127,1.0240046151116964e+18,"BREAKING: This happened today at the Cumberland Mall, Atlanta. Look how this racist cop armlocked, tortured a 12-yo… https://t.co/YZgDZGDHMV",True,[],"[{'screen_name': 'laurynjewel', 'name': 'Lauryn Jewel', 'id': 1024004615111696384, 'id_str': '1024004615111696384', 'indices': [3, 15]}]",,"Boomer, 70's rock, Franconia❤Dog lover😍
  Germerican🇺🇸🇩🇪 at heart. Color is no race!!
  Agnostic. No ads please! #FuckTrump  #Ω #FBPE",8845,5536,,5449,de,51,"Tschörmänie.. & IA, NE border",15872,[]
343401,@volpinprops Did you go to the Radwood show in Atlanta? It was a really cool experience up here.,Tue Oct 16 11:21:21 +0000 2018,3198235517,False,False,0,,,,[],"[{'screen_name': 'volpinprops', 'name': 'Volpin Props', 'id': 190619755, 'id_str': '190619755', 'indices': [0, 12]}]",,"Solitary, poor, nasty, brutish, and tall.",1423,26,,139,en,2,,1490,[]
343408,RT @jennaraerounds: so heard this girl is coming to the Atlanta show ugh selling my pack 1.  going down streaks!,Tue Oct 16 11:21:09 +0000 2018,3100485187,False,False,2,7.261377044974469e+17,so heard this girl is coming to the Atlanta show ugh selling my pack 1.  going down streaks!,False,[],"[{'screen_name': 'jennaraerounds', 'name': 'jenna!!', 'id': 726137704497446913, 'id_str': '726137704497446913', 'indices': [3, 18]}]",,i like guys who wear their pants backwards :) @imzachherron,41877,429,,1499,en,1,,2654,[]
343651,@Joe_A_Mac Atlanta's been liberal for a loooong time.  I call it the SF/Oakland of the South.,Tue Oct 16 11:19:57 +0000 2018,21374730,False,False,0,,,,[],"[{'screen_name': 'Joe_A_Mac', 'name': 'ProudNavyVeteran 🇺🇸⭐️⭐️⭐️🇺🇸', 'id': 1844541786, 'id_str': '1844541786', 'indices': [0, 10]}]",,"unorthodox follower of Christ Jesus  ###  You care for people and animals alike, O LORD. (Psalm 36:6b, New Living Translation)",282547,3954,,4998,en,31,"Georgia, USA",56862,[]
343749,RT @TMZ: 'Love &amp; Hip Hop' Star Erica Mena and Boyfriend Arrested Near Atlanta https://t.co/eKnhG5793w,Tue Oct 16 11:19:34 +0000 2018,152735294,False,False,50,16331010.0,'Love &amp; Hip Hop' Star Erica Mena and Boyfriend Arrested Near Atlanta https://t.co/eKnhG5793w,False,[],"[{'screen_name': 'TMZ', 'name': 'TMZ', 'id': 16331010, 'id_str': '16331010', 'indices': [3, 7]}]",,Money & Success ' only focus - ♉️ #BeautySchoolGrad #BeautyInfluencer #MakeupArtist Email: markedbyrell@gmail.com Snap: MarkedByRell | IG: MarkedByRell,7450,1935,,1812,en,13,United States,38471,[]
